Config ID,Dataset,Window,K,Hidden,Layers,Ridge,Scaling,RMSE,MAE,MAPE,Time
0,DJI.xlsx,48,1,20,1,0.01,0.7,546.8480794275918,361.19475693556393,0.014379807973984459,0.20323586463928223
0,HSI.xlsx,48,1,20,1,0.01,0.7,362.875654276171,268.3954145398361,0.01082470988642728,0.01477813720703125
0,KOSPI.xlsx,48,1,20,1,0.01,0.7,36.61613568794139,27.45874295683061,0.0128059637950459,0.015140056610107422
0,LSE.xlsx,48,1,20,1,0.01,0.7,116.3590068492942,80.39299486039626,0.013284889996334816,0.015082836151123047
0,NASDAQ.xlsx,48,1,20,1,0.01,0.7,196.2530062147117,142.65122807129086,0.014842873537372266,0.01299285888671875
0,NIFTY50.xlsx,48,1,20,1,0.01,0.7,202.7773424879501,138.47766185225316,0.013359318771194296,0.01487278938293457
0,NYSE.xlsx,48,1,20,1,0.01,0.7,246.79322432266588,164.41917695319947,0.013951322544092405,0.013970613479614258
0,RUSSELL2000.xlsx,48,1,20,1,0.01,0.7,36.062218460861224,26.01147003454543,0.0184152820557702,0.013580560684204102
0,SENSEX.xlsx,48,1,20,1,0.01,0.7,706.6805225716938,479.34799191981693,0.013618130817126782,0.014728784561157227
0,SP500.xlsx,48,1,20,1,0.01,0.7,60.07731242341738,40.954988529273024,0.013616651058563533,0.012847900390625
0,SSE.xlsx,48,1,20,1,0.01,0.7,42.13083043575192,29.535343252999606,0.009464359762840418,0.012909412384033203
1,DJI.xlsx,48,1,20,3,0.01,0.7,546.8045732580003,361.1466196185935,0.014378019242587248,0.06205630302429199
1,HSI.xlsx,48,1,20,3,0.01,0.7,362.85623975686786,268.44788787328844,0.010826482226702478,0.03879237174987793
1,KOSPI.xlsx,48,1,20,3,0.01,0.7,36.54922154609969,27.39810239867202,0.012783374805971732,0.04563570022583008
1,LSE.xlsx,48,1,20,3,0.01,0.7,116.35935062917352,80.39998019731674,0.013286094819012847,0.04662895202636719
1,NASDAQ.xlsx,48,1,20,3,0.01,0.7,196.48603045338734,143.31371826265752,0.01489983847595433,0.043164730072021484
1,NIFTY50.xlsx,48,1,20,3,0.01,0.7,202.75591088774593,138.42907761857026,0.013356519201719675,0.037511348724365234
1,NYSE.xlsx,48,1,20,3,0.01,0.7,246.76019932639605,164.4092481114171,0.013950517498304144,0.0446476936340332
1,RUSSELL2000.xlsx,48,1,20,3,0.01,0.7,36.05614732378837,26.00566717548083,0.018412600253301093,0.04207897186279297
1,SENSEX.xlsx,48,1,20,3,0.01,0.7,706.4406492868984,478.87136148402027,0.01360801438743993,0.04546070098876953
1,SP500.xlsx,48,1,20,3,0.01,0.7,60.10570783777204,41.035059888877285,0.013638977166862692,0.042556047439575195
1,SSE.xlsx,48,1,20,3,0.01,0.7,42.122043872638415,29.50400431897383,0.009454681186442954,0.042679548263549805
2,DJI.xlsx,48,1,20,5,0.01,0.7,546.8572553541179,361.18086369989305,0.014379173330876165,0.07589387893676758
2,HSI.xlsx,48,1,20,5,0.01,0.7,362.87391214761675,268.4148424430704,0.010825349616741095,0.05579781532287598
2,KOSPI.xlsx,48,1,20,5,0.01,0.7,36.496519614955965,27.347835316362143,0.0127644020920934,0.07660984992980957
2,LSE.xlsx,48,1,20,5,0.01,0.7,116.35982734747698,80.39109983551852,0.013284571577177289,0.0728769302368164
2,NASDAQ.xlsx,48,1,20,5,0.01,0.7,196.44536773300413,143.23690613193844,0.014893438117616032,0.07002139091491699
2,NIFTY50.xlsx,48,1,20,5,0.01,0.7,202.82479657824368,138.6109300164638,0.013369171808233946,0.07478690147399902
2,NYSE.xlsx,48,1,20,5,0.01,0.7,246.77884523426482,164.42979541123944,0.013951414962682696,0.07110714912414551
2,RUSSELL2000.xlsx,48,1,20,5,0.01,0.7,36.07543529249124,26.02042962148036,0.01841978826053826,0.0741419792175293
2,SENSEX.xlsx,48,1,20,5,0.01,0.7,706.6272033805742,479.40753020839986,0.013618688331559032,0.07767248153686523
2,SP500.xlsx,48,1,20,5,0.01,0.7,60.08607150771387,40.96816623466358,0.013620755262975032,0.08677339553833008
2,SSE.xlsx,48,1,20,5,0.01,0.7,42.124299991129746,29.514808473115846,0.009458010007444364,0.07450699806213379
3,DJI.xlsx,48,1,20,7,0.01,0.7,546.7679933992679,361.14907045649426,0.01437771904502069,0.10137200355529785
3,HSI.xlsx,48,1,20,7,0.01,0.7,362.87397865395593,268.3879939638297,0.010824393615896145,0.09052777290344238
3,KOSPI.xlsx,48,1,20,7,0.01,0.7,36.58737290727734,27.435333579496685,0.012796859028233857,0.1090548038482666
3,LSE.xlsx,48,1,20,7,0.01,0.7,116.35535987949875,80.38741339470097,0.013283944786790894,0.1042637825012207
3,NASDAQ.xlsx,48,1,20,7,0.01,0.7,196.517653454866,143.43407114635383,0.014910617161006442,0.09868502616882324
3,NIFTY50.xlsx,48,1,20,7,0.01,0.7,202.76472877192828,138.49500542509003,0.013360366294355993,0.10448575019836426
3,NYSE.xlsx,48,1,20,7,0.01,0.7,246.78608411235896,164.42821466201642,0.013951756523628882,0.10881924629211426
3,RUSSELL2000.xlsx,48,1,20,7,0.01,0.7,36.034394580860095,25.99402775363949,0.018407141136039182,0.11208152770996094
3,SENSEX.xlsx,48,1,20,7,0.01,0.7,706.4574315130264,478.91655491673845,0.013608771700911411,0.1147606372833252
3,SP500.xlsx,48,1,20,7,0.01,0.7,60.082248567283,40.97501995470674,0.013622251135005346,0.11750268936157227
3,SSE.xlsx,48,1,20,7,0.01,0.7,42.1243284877507,29.51086132808234,0.009456800282376204,0.11353540420532227
