Config ID,Dataset,Window,K,Hidden,Layers,Ridge,Scaling,RMSE,MAE,MAPE
87,NIFTY50.xlsx,48,1,50,1,0.01,0.5,174.7047926650019,132.45823563768542,0.008016319429942985
87,NYSE.xlsx,48,1,50,1,0.01,0.5,174.7772060304842,134.79041565392262,0.008607709984054676
87,RUSSELL2000.xlsx,48,1,50,1,0.01,0.5,33.11430951791344,26.79713425153169,0.01319903802455792
87,SENSEX.xlsx,48,1,50,1,0.01,0.5,593.3683220921031,448.07835720494717,0.008091274898498629
87,SP500.xlsx,48,1,50,1,0.01,0.5,52.45010326546024,39.623218330004114,0.009597198022801914
87,SSE.xlsx,48,1,50,1,0.01,0.5,34.86503280033353,26.411075992130165,0.007887395690957475
127,DJI.xlsx,48,1,50,5,0.01,0.5,356.02886975287544,270.64919994920393,0.008167136710391616
127,HSI.xlsx,48,1,50,5,0.01,0.5,380.7177051807148,288.8064617657256,0.012703258225615802
127,KOSPI.xlsx,48,1,50,5,0.01,0.5,30.483952149484093,23.939746432685258,0.00864409939396418
127,LSE.xlsx,48,1,50,5,0.01,0.5,67.27195151923597,49.20348873485873,0.00686005254607643
127,NASDAQ.xlsx,48,1,50,5,0.01,0.5,218.4812745848571,167.34584271797812,0.013021691442901882
127,NIFTY50.xlsx,48,1,50,5,0.01,0.5,174.64069934032491,132.26833689471792,0.008005734194104516
127,NYSE.xlsx,48,1,50,5,0.01,0.5,174.81521062831357,134.88143763107743,0.008612608758629946
127,RUSSELL2000.xlsx,48,1,50,5,0.01,0.5,33.13366717838036,26.803809448815322,0.013203506804437727
127,SENSEX.xlsx,48,1,50,5,0.01,0.5,593.3593352456285,448.1968705818093,0.008093189856566386
127,SP500.xlsx,48,1,50,5,0.01,0.5,52.43172735148642,39.62383700264202,0.009596876945830477
127,SSE.xlsx,48,1,50,5,0.01,0.5,34.864563085729934,26.410889921929105,0.007887331819418218
