Config ID,Window,K,Hidden Size,Num Layers,Ridge Alpha,Input Scaling,RMSE,MAE,MAPE,Training Time
619,96,1,200,5,1.0,1.0,300.39194512870483,213.3981062536445,0.017091561060157037,1.5640899484807795
620,96,1,200,7,0.001,0.1,241.67194810199337,168.8648882087869,0.013867418306847883,1.9216418266296387
621,96,1,200,7,0.001,0.3,240.7630259787966,166.93395268107122,0.013838194099255073,2.143891442905773
622,96,1,200,7,0.001,0.5,242.2227784396984,167.87876994894657,0.013907574954138545,1.8779757456345991
623,96,1,200,7,0.001,0.7,242.86426288509662,168.30625430553792,0.01393373168643239,2.1190253387797964
624,96,1,200,7,0.001,1.0,243.1161595008996,168.3759258944124,0.013934066073559554,2.3217517245899546
625,96,1,200,7,0.01,0.1,300.33805170068865,213.3524837514671,0.017091027126191625,2.3206438584761186
626,96,1,200,7,0.01,0.3,242.44111440540118,169.49044484272042,0.013903671237886965,2.307948112487793
627,96,1,200,7,0.01,0.5,238.95439519901223,166.05306720348256,0.013741789795742509,2.3309918316927822
628,96,1,200,7,0.01,0.7,239.66519118657226,166.29245769226753,0.013781284611588928,2.3646999922665684
629,96,1,200,7,0.01,1.0,240.91186555287575,167.0136196140055,0.013844238577213609,1.7698004895990544
630,96,1,200,7,0.1,0.1,493.4249816858394,348.05735218948047,0.027584646283150858,1.973874027078802
631,96,1,200,7,0.1,0.3,305.68634916278955,217.1582546783823,0.0173858813486681,1.7364876703782515
632,96,1,200,7,0.1,0.5,264.7984550637622,187.21983442379818,0.015114823678248653,2.083509835329923
633,96,1,200,7,0.1,0.7,249.76453044740774,175.30316841850956,0.01428098185977341,1.8714119304310193
634,96,1,200,7,0.1,1.0,241.66136644181867,168.86228746774694,0.013867478926911064,1.6948609785600142
635,96,1,200,7,1.0,0.1,884.6784576877006,671.917512483655,0.05204474148333984,1.8941950581290505
636,96,1,200,7,1.0,0.3,506.7657403802117,357.64475380912023,0.028320158133314118,2.0918247916481714
