Config ID,Dataset,Window,K,Hidden,Layers,Ridge,Scaling,RMSE,MAE,MAPE,Time
567,NASDAQ.xlsx,96,1,200,1,0.01,0.5,200.41931477071444,147.0938362985251,0.015084570552696084,0.13406825065612793
567,NIFTY50.xlsx,96,1,200,1,0.01,0.5,212.9539404047738,148.82766684115262,0.014138891238362337,0.12925076484680176
567,NYSE.xlsx,96,1,200,1,0.01,0.5,250.07817567680164,166.20297329382032,0.014081167895244245,0.13308286666870117
567,RUSSELL2000.xlsx,96,1,200,1,0.01,0.5,36.917620154737975,26.5506766298343,0.01867730018954184,0.13443303108215332
567,SENSEX.xlsx,96,1,200,1,0.01,0.5,742.6596245675571,516.1361465359861,0.014416352009169318,0.1308295726776123
567,SP500.xlsx,96,1,200,1,0.01,0.5,60.96339804586426,41.60803370539992,0.013764543883603255,0.16135478019714355
567,SSE.xlsx,96,1,200,1,0.01,0.5,40.29763223769613,29.43166452956168,0.009295179571314765,0.17464041709899902
568,DJI.xlsx,96,1,200,1,0.01,0.7,554.8153722558247,366.4976263379123,0.014592736972697359,0.1988213062286377
568,HSI.xlsx,96,1,200,1,0.01,0.7,381.10699242063447,283.25305878018025,0.011369105941108477,0.17210149765014648
568,KOSPI.xlsx,96,1,200,1,0.01,0.7,37.49084815032495,28.237013929342893,0.012925421098403164,0.15074729919433594
568,LSE.xlsx,96,1,200,1,0.01,0.7,114.75266516600317,78.35963350158883,0.013055832951396814,0.13242340087890625
568,NASDAQ.xlsx,96,1,200,1,0.01,0.7,199.98432354193,146.0620382234119,0.01499902848473288,0.13646507263183594
568,NIFTY50.xlsx,96,1,200,1,0.01,0.7,213.37889023148264,148.01115625066157,0.014102304448408995,0.13175106048583984
568,NYSE.xlsx,96,1,200,1,0.01,0.7,251.36643456656594,167.18895517250496,0.014165390730495261,0.13545513153076172
568,RUSSELL2000.xlsx,96,1,200,1,0.01,0.7,37.00453956029846,26.76987778030612,0.01883209736603232,0.13176560401916504
568,SENSEX.xlsx,96,1,200,1,0.01,0.7,744.8659231567872,513.6105796885221,0.014389377828420133,0.1316051483154297
568,SP500.xlsx,96,1,200,1,0.01,0.7,61.023366713808684,41.462697835210086,0.013723381485411837,0.134521484375
568,SSE.xlsx,96,1,200,1,0.01,0.7,40.506249329892825,29.89417053498313,0.009446065606981427,0.13747429847717285
569,DJI.xlsx,96,1,200,1,0.01,1.0,557.939432882393,370.0812776609738,0.014728870735381266,0.13757848739624023
569,HSI.xlsx,96,1,200,1,0.01,1.0,382.3738162532479,284.36560018265527,0.01141543149631087,0.12962698936462402
569,KOSPI.xlsx,96,1,200,1,0.01,1.0,37.48364653355847,28.229918527004916,0.012927738114512975,0.12926626205444336
569,LSE.xlsx,96,1,200,1,0.01,1.0,114.78259632822318,78.56405868973293,0.013091702110209788,0.13431549072265625
